Gene_name	interaction_scores	phylogenetic_scores	motif_score	pa_score	single_cell_score	ciliacarta	total_score_sums	is.ciliary
CCDC170	0.433321147286344	0	0.950189732636255	0.6	0.952376624375953	1.9395976392392	2.93588750429855	1
CCDC172	0.669309116683625	0	0	0	0	-8.77644957451316	0.669309116683625	1
CCDC173	0	0	0.853473243257343	1	0.792434953610119	3.91602240669301	2.64590819686746	1
CCDC183	0.699885309961799	0	0	0.4	0	-6.30443034129061	1.0998853099618	1
CCDC191	0.463551874618955	0	0.595619793568828	0.2	0.613351682666001	2.55359762389489	1.87252335085378	1
CCR6	0.212700899884282	0	0	0	0	-8.77644957451316	0.212700899884282	1
CCSAP	0.472226600869146	0	0	0	0	-7.30792778552683	0.472226600869146	1
CCT3	0.706825103655094	0	0	0	0	2.89228042653543	0.706825103655094	1
CCT8	0.717715328509095	0	0	0	0	-0.193906456625872	0.717715328509095	1
CDC14B	0.238555195358273	0	0	0	0.0997215207576716	-4.13903651594503	0.338276716115945	1
CDHR1	0.650440824780696	0	0	0	0	-4.71273362322201	0.650440824780696	1
CDHR3	0	0	0.809376252792619	0.6	0.90568584711266	2.94309508347542	2.31506209990528	1
CDK1	0.679046439320162	0	0	0	0	0.297086264230602	0.679046439320162	1
CDK5RAP2	0.835462002746432	0	0	0.1	0	-4.91273196809907	0.935462002746432	1
CDKL1	0	0	0.595619793568828	0.2	0.395836935393457	-3.99122943617505	1.19145672896229	1
CEP43	0.860778662014489	1	0.340260480708051	0.3	0.253842961958639	-1.90394372338507	2.75488210468118	1
CEP55	0.759793942572522	0	0	0	0	-7.30792778552683	0.759793942572522	1
CEP57	0.569311446544225	0	0	0	0.124744349145865	-3.99122943617505	0.69405579569009	1
CEP63	0.842818345469792	0	0	0	0.0848903801762444	-5.9162294123353	0.927708725646036	1
CEP70	0.599218526016117	0	0.340260480708051	0.1	0.107904219009494	-3.99122943617505	1.14738322573366	1
CEP76	0.710016880167047	1	0	0	0	-4.23542440474783	1.71001688016705	1
CEP126	0.634481229357783	0	0.899202445231489	0.2	0.78631060358912	1.50714308688295	2.51999427817839	1
CEP152	0.869337280868787	0	0.29000223635399	0.1	0	-4.91273196809907	1.25933951722278	1
CEP192	0.842536690540776	0	0	0.1	0	-7.30792778552683	0.942536690540776	1
CERKL	0.589878838332722	0	0.882940871973023	0.2	0.312088208063679	-6.38310584313376	1.98490791836942	1
CETN1	0.77709436774976	0	0	0	0	-4.16460975402291	0.77709436774976	1
CFAP20	0.780504215746236	0	0.467392884718111	0	0.509226989679596	4.86354381555803	1.75712409014394	1
CFAP45	0.721339103047924	1	0.744363609212772	0.6	0.816943852703654	7.47560575245386	3.88264656496435	1
CFAP46	0	0.9	0.845338878949468	0.2	0.643471426663661	-1.54715940055284	2.58881030561313	1
CFAP61	0	1	0.872511461424552	0.2	0.26865987890362	7.04315120009761	2.34117134032817	1
CFAP73	0.396148290435032	1	0.679677101886942	0.2	0.784560056044051	-4.25947449396539	3.06038544836602	1
CFAP74	0.443478685586222	0.9	0.724707083427821	0.6	0.634776533789588	-0.57885267212876	3.30296230280363	1
CFAP77	0.476002717093406	0	0.840559888279549	0.6	0.789503739455934	-6.38310584313376	2.70606634482889	1
CFAP91	0.716340841893063	1	0.920590857108654	0.6	0.707798419204154	7.04315120009761	3.94473011820587	1
CFAP206	0.607530988169383	1	0.454708584546035	0.6	0.592155305008624	3.63077443605132	3.25439487772404	1
CFAP299	0.522631536797711	1	0.754861437616577	0.2	0.558835050188585	3.67373152882703	3.03632802460287	1
CIB2	0.495861421959941	0	0	0.2	0	-7.2917385474275	0.695861421959941	1
CKAP5	0.694809083562035	0	0	0.3	0	0.504935596424994	0.994809083562035	1
CLASP1	0.717700741193098	0	0	0	0.0884703106614165	2.14864352094694	0.806171051854515	1
CLBA1	0	0	0	0.2	0.15972297131981	1.55010017965866	0.35972297131981	1
CLTB	0.636283275288835	0	0	0	0	-8.77644957451316	0.636283275288835	1
CLTC	0.716692283816426	0	0	0	0.34300824385291	2.8967657350231	1.05970052766934	1
CNGA3	0.508158116900327	0	0.570260649643344	0	0	-2.64372768667923	1.07841876654367	1
CNGB3	0.512390167234094	0	0	0	0	-7.77295213027693	0.512390167234094	1
CNOT10	0.584824218915436	0	0.29000223635399	0.1	0.101767195320627	2.10439766684127	1.07659365059005	1
CNTRL	0.833496650658093	0	0.29000223635399	0.1	0.569425642085754	-0.304481652968796	1.79292452909784	1
COPS8	0.62948900219652	0	0	0	0.301209856224348	2.10439766684127	0.930698858420868	1
COQ10A	0.46618316553065	0	0	0	0.120124936441353	1.55010017965866	0.586308101972003	1
CRHR1	0.361302424393913	0	0	0	0	-7.2917385474275	0.361302424393913	1
CSNK1A1	0.724106142518944	0	0	0	0.309401954671142	-1.56941559171808	1.03350809719009	1
CSNK1E	0.735947730477397	0	0	0	0.394606241102833	-2.7891006189307	1.13055397158023	1
CSNK1G1	0.590116690651956	0	0.29000223635399	0	0.372245603779993	1.62506950135714	1.25236453078594	1
CSNK2B	0.5840301670435	0	0	0	0	-1.56941559171808	0.5840301670435	1
CST11	0.615222085693583	0	0	0.2	0	-8.77644957451316	0.815222085693583	1
CYB5D1	0	0	0.206012245631511	0.6	0.587198376558637	3.63077443605132	1.39321062219015	1
CYFIP2	0.693426462322053	0	0	0	0	3.555321927146	0.693426462322053	1
CYRIB	0.555867410781328	0	0	0	0	-5.18835577015225	0.555867410781328	1
DAAM1	0.733974068284273	0	0	0	0.413013911083582	-4.71273362322201	1.14698797936786	1
DCTN1	0.811129300155105	0	0	0	0.0746620073614671	2.82595108429818	0.885791307516572	1
DCTN2	0.761160138422975	0	0	0.1	0	-3.69304694088645	0.861160138422975	1
DCTN3	0.632435160515658	0	0	0	0	0.768649077367057	0.632435160515658	1
DDAH1	0.494486876052984	0	0	0	0.524857473054336	1.97338439740035	1.01934434910732	1
DDX6	0.546473677043211	0	0	0	0.40249963124123	0.47169717711371	0.948973308284441	1
DEFB1	0.470134918399738	0	0	0	0	-8.77644957451316	0.470134918399738	1
DHRS3	0	0	0	0	0.456737520838565	-7.2917385474275	0.456737520838565	1
DIAPH2	0.595786123918013	0	0.29000223635399	0	0.196453631522191	-1.54715940055284	1.08224199179419	1
DIAPH3	0.744431628319409	0	0	0	0	-4.91273196809907	0.744431628319409	1
DLD	0.551135821925672	0	0	0	0	-4.16460975402291	0.551135821925672	1
DLG5	0.754149461782559	0	0	0	0.170223252019341	-2.830042529174	0.9243727138019	1
DMD	0.678052959315114	0	0	0	0.543569110040704	3.45691408156205	1.22162206935582	1
DNAAF8	0.555795056119196	0	0	0.2	0.347372310119778	1.55010017965866	1.10316736623897	1
DNAH3	0	0	0.779853489161822	0.2	0.711578167111895	4.67722897306326	1.69143165627372	1
DNAH8	0.614338303278856	0	0.206012245631511	0	0	-3.2404414612985	0.820350548910367	1
DNAH12	0	0	0.81277132512217	0.6	0.887926907811014	4.63427188028755	2.30069823293318	1
DNAH14	0.407492894448025	0	0	0.7	0	-2.7891006189307	1.10749289444802	1
DNAI7	0.705603421555381	1	0.899202445231489	0.6	0.696619634765767	1.9395976392392	3.90142550155264	1
DNAJA1	0.735891723888943	0	0	0.2	0.354297968791132	6.50589506637879	1.29018969268007	1
DNAJA4	0.601277337879029	0	0	0	0.662559440336489	4.99448917262771	1.26383677821552	1
DNAJB11	0.657057239707814	0	0	0	0	-3.69304694088645	0.657057239707814	1
DNAL4	0.698531616410979	0	0	0.7	0.593222016297182	2.2683496532532	1.99175363270816	1
DNHD1	0.566226516596552	0	0	0	0	-6.30443034129061	0.566226516596552	1
DNM2	0.716816866864586	0	0	0	0	-1.56941559171808	0.716816866864586	1
DSTN	0.464643984064418	0	0	0	0.268334819457837	2.62856694559337	0.732978803522255	1
DYDC1	0.606852954809616	0	0.29000223635399	0	0.115575498620576	1.55010017965866	1.01243068978418	1
DYDC2	0.585509470136554	0	0.29000223635399	0.6	0.766537217334047	4.34847695904926	2.24204892382459	1
DYNC1H1	0.807205937486404	0	0	0.1	0.379858624593687	-1.58560482981741	1.28706456208009	1
DYNC1I2	0.800164584352211	0	0	0	0.10943847493171	-3.69304694088645	0.909603059283921	1
DYNLT4	0.675758766003523	1	0	0.6	0.656887925771757	-6.38310584313376	2.93264669177528	1
DYRK2	0.779864789639893	0	0	0	0.18126661229812	-1.77191967231217	0.961131401938013	1
EEF1A1	0.667111690014986	0	0.559384402269189	0	0	2.88057649692377	1.22649609228417	1
EFCAB1	0.75014033601821	0	0.585435153817992	0.2	0.914425833396599	4.34847695904926	2.4500013232328	1
EFCAB2	0.390377164787636	0	0.454708584546035	0.2	0.683858026058099	2.65659925441159	1.72894377539177	1
EFCAB12	0	0	0.29000223635399	0.2	0.531955110748174	3.91602240669301	1.02195734710216	1
EFHC2	0.608896860504496	1	0.863204086158799	0.6	0.580607940989926	5.0667264326438	3.65270888765322	1
EFTUD2	0.625075088108623	0	0	0	0.0680135650318619	2.88057649692377	0.693088653140485	1
EIPR1	0.692817029693314	0	0	0	0	1.8887829822992	0.692817029693314	1
ELMOD2	0.457116763800055	0	0.29000223635399	0	0.134882192531483	2.10439766684127	0.882001192685528	1
ELMOD3	0.401323895740736	0	0	0	0.334453432616474	-8.77644957451316	0.73577732835721	1
EML1	0.769119545090724	0	0.340260480708051	0	0.221025669603599	6.51121656899784	1.33040569540237	1
ENAH	0.590147701022029	0	0	0	0.606559655259919	2.25313304645241	1.19670735628195	1
ENKD1	0.619505819776812	0	0.454708584546035	0.3	0.597606612104961	1.55010017965866	1.97182101642781	1
ENPP5	0	0	0	0.2	0.52963431508571	2.65659925441159	0.72963431508571	1
EPS15	0.67044266316755	0	0	0	0	-3.89555102148055	0.67044266316755	1
ERICH3	0	0	0.910343557873632	0.6	0.918973810380001	4.34847695904926	2.42931736825363	1
ERICH5	0.46532028495685	0	0	0.6	0.296316609148377	1.9395976392392	1.36163689410523	1
EVI5L	0.616697973049943	0	0	0	0	-7.2917385474275	0.616697973049943	1
EZR	0.685079426131212	0	0	0.6	0.422117404137956	-1.90394372338507	1.70719683026917	1
FAIM	0	0	0.29000223635399	0.2	0.604992459106062	4.14529434196349	1.09499469546005	1
FAM81B	0.677331170624455	0	0.29000223635399	0.2	0.877431059786152	2.94309508347542	2.0447644667646	1
FAM216B	0	0	0.454708584546035	0.2	0.940765264933849	1.9395976392392	1.59547384947988	1
FAM229B	0	0	0	0.2	0.866662515006239	3.91602240669301	1.06666251500624	1
FBXO15	0	0	0.488415387211295	0.2	0.621804896961814	1.50714308688295	1.31022028417311	1
FOCAD	0.412004194540643	0	0	0	0.528617580527921	1.88515040176457	0.940621775068564	1
FSCB	0.554367519984094	0	0	0	0	-8.77644957451316	0.554367519984094	1
GABARAP	0.649719056617844	0	0.29000223635399	0	0.296661549502491	-4.18079899212224	1.23638284247433	1
GNA11	0.658805546469015	0	0	0	0.511314246676305	-1.90394372338507	1.17011979314532	1
GNAQ	0.653291366995455	0	0	0	0.168152061564709	-4.71273362322201	0.821443428560164	1
GNAS	0.669472565405308	0	0.29000223635399	0.6	0	2.01634149017607	1.5594748017593	1
GNAT2	0	0	0	0	0	-6.18125541220833	0	1
GNAT3	0.63623262123877	0	0	0.4	0	-3.69304694088645	1.03623262123877	1
GNB5	0.690348958039827	0	0	0.1	0	-2.64372768667923	0.790348958039827	1
GNGT1	0.590070049165152	0	0	0	0	-6.18125541220833	0.590070049165152	1
GOLGA3	0.559096176487561	0	0	0.2	0.101255776679888	-3.12045596104099	0.860351953167449	1
GORAB	0.279754037324965	0	0	0	0	-8.77644957451316	0.279754037324965	1
GPI	0.636583032852942	0	0	0.2	0.418127333665636	-5.18102720216528	1.25471036651858	1
GPR157	0	0	0	0	0	-7.2917385474275	0	1
GRK4	0.65262865362025	0	0	0.2	0	-5.23892184898406	0.85262865362025	1
GRK7	0.579210850084498	0	0	0	0	-8.77644957451316	0.579210850084498	1
GRXCR1	0.338189886399162	0	0	0.6	0	-5.37960839889753	0.938189886399162	1
GSN	0.638978964033432	0	0	0	0.41671243072165	-2.76887864816204	1.05569139475508	1
GSTA1	0	0	0	0	0.687003251444657	1.55107688513151	0.687003251444657	1
GSTA2	0	0	0	0.2	0.351553987326917	1.55107688513151	0.551553987326917	1
GSTM3	0.459352822216268	0	0	0	0	-1.64023024244301	0.459352822216268	1
GUCA1A	0.563979703659344	0	0	0	0	-2.64372768667923	0.563979703659344	1
GUCA1B	0	0	0	0	0	-6.18125541220833	0	1
GUCA1C	0	0	0	0	0	-7.2917385474275	0	1
GUCA2B	0	0	0	0	0	-7.2917385474275	0	1
GUCY2D	0.556546201556494	0	0	0	0.345176370876996	-4.69654438512268	0.90172257243349	1
GUCY2F	0	0	0	0	0	-4.71273362322201	0	1
HAUS1	0.766565599855647	0	0	0.1	0	-2.44183587875878	0.866565599855647	1
HAUS2	0.75663287089779	0	0	0.1	0	-7.30792778552683	0.85663287089779	1
HAUS3	0.823273383842272	0	0	0	0	-6.28824110319128	0.823273383842272	1
HAUS4	0.813362790199076	0	0	0	0	-5.23892184898406	0.813362790199076	1
HAUS5	0.759410762331422	0	0	0.6	0	-4.4991378856899	1.35941076233142	1
HAUS6	0.754423843394981	0	0	0	0	-7.2917385474275	0.754423843394981	1
HAUS7	0.763742060201408	0	0	0.1	0	-6.92049494554533	0.863742060201408	1
HAUS8	0.846532548553886	0	0	0	0	-6.28824110319128	0.846532548553886	1
HHIP	0.689782907213143	0	0	0	0	-7.2917385474275	0.689782907213143	1
HIPK1	0.445177642880618	0	0.340260480708051	0.1	0.874014830353002	1.98185382418936	1.75945295394167	1
HMGB2	0.602104452096996	0	0	0.2	0	2.01634149017607	0.802104452096996	1
HNF1A	0.560995440798229	0	0	0	0	-7.2917385474275	0.560995440798229	1
HOATZ	0	0	0.761496460216082	0.2	0.900148096847871	2.94309508347542	1.86164455706395	1
HOOK1	0.714470842794218	0	0	0	0.160619423572099	-2.7069068694944	0.875090266366317	1
HSP90AB1	0.749392226445264	0	0	0	0.268706096237381	1.73109351953438	1.01809832268264	1
HSP90B1	0.620646593749043	0	0.488415387211295	0	0	2.21497286318419	1.10906198096034	1
HSPA1L	0.69945723389417	0	0	0.2	0	1.82748140833718	0.89945723389417	1
HSPA4L	0.601916944060991	0	0.570260649643344	0.1	0.0828447056132889	1.81914969619958	1.35502229931762	1
HSPBP1	0.639786064486407	0	0	0.7	0.691519297903777	3.22764214629157	2.03130536239018	1
HUWE1	0.68808276537256	0	0	0.2	0.106881381728016	2.21497286318419	0.994964147100576	1
HYAL3	0	0	0	0	0	-6.904305707446	0	1
IGBP1	0.588378943819777	0	0	0	0.104324288524321	1.56079008754859	0.692703232344098	1
IKBKG	0.671880028808503	0	0	0	0	-8.38901673453166	0.671880028808503	1
INHA	0	0	0	0	0	-8.77644957451316	0	1
IPO5	0.712996049005336	0	0	0	0.107495035436697	1.86339555030525	0.820491084442033	1
IQCA1	0.5229760318071	0	0.786906372365585	0.2	0.566200162478912	1.98185382418936	2.0760825666516	1
IQCD	0.60476182216786	0.9	0	0.2	0.706306052176739	2.55359762389489	2.4110678743446	1
IQCH	0.476002717093406	1	0.806173480136017	0.2	0.239843026349431	1.55010017965866	2.72201922357885	1
IQCK	0	0	0.29000223635399	0.2	0.735278619788756	1.55010017965866	1.22528085614275	1
IQUB	0.573336024746325	1	0.798415829070595	0.2	0.353088284068272	5.0667264326438	2.92484013788519	1
KCNA4	0.634541544194934	0	0	0	0.0884703106614165	-6.78998982530939	0.723011854856351	1
KCNJ16	0.703709618950348	0	0	0	0.12495906528931	2.65659925441159	0.828668684239658	1
KCNRG	0	0	0.340260480708051	0.2	0.556258475045821	3.91602240669301	1.09651895575387	1
KIF5A	0.742612223867885	0	0	0	0	-4.23093909626016	0.742612223867885	1
KIF5C	0.708525952690414	0	0	0	0	-2.31753780579424	0.708525952690414	1
KIF9	0.595556584913341	0	0.832149590278845	0.2	0.831937720319207	1.9395976392392	2.45964389551139	1
KIFAP3	0.754042008434691	1	0.67148239828304	0	0.636349883969159	3.7883955264655	3.06187429068689	1
KLC3	0.671403942002952	0	0	0	0	-3.69304694088645	0.671403942002952	1
KLF2	0.36990125423065	0	0	0	0.0721049141577728	-7.30792778552683	0.442006168388423	1
KNCN	0	0	0	0	0	-6.3675702547031	0	1
KRT34	0.548364688235182	0	0	0	0	-4.23093909626016	0.548364688235182	1
LAMA5	0.526140188177771	0	0	0	0.158023245801902	-2.50385264828901	0.684163433979673	1
LDHC	0.437937731257927	0	0	0	0	-7.30792778552683	0.437937731257927	1
LRGUK	0	0	0.929376765770085	0.2	0.137998341872299	0.144718304084827	1.26737510764238	1
LRP2BP	0.453283393536812	0	0.29000223635399	0	0	1.50714308688295	0.743285629890802	1
LRRC43	0	1	0.29000223635399	0.2	0.218969274622036	1.55010017965866	1.70897151097603	1
LRRC46	0.411728208964811	0	0.619434730217764	0.2	0.858257219797049	4.34847695904926	2.08942015897962	1
LRRC49	0.815819795201129	0	0.694746747231159	0	0.346829579169741	4.34847695904926	1.85739612160203	1
LRRC73	0.443373586585872	0	0	0.6	0.313423870900079	2.60215201693696	1.35679745748595	1
LYZL4	0.543163275920566	0	0	0.4	0	-4.89904846571677	0.943163275920566	1
MACIR	0.334589909855619	0	0	0	0	-5.91699750130911	0.334589909855619	1
MAP1A	0.695136379550361	0	0	0	0.732741658625702	4.81933886436017	1.42787803817606	1
MAP1B	0.768871895860403	0	0	0.2	0.500477455643154	-0.304481652968796	1.46934935150356	1
MAP1LC3B	0.702021833030424	0	0	0	0	-7.2917385474275	0.702021833030424	1
MAP3K5	0.710477709463636	0	0	0	0	-3.30677080353575	0.710477709463636	1
MAP4	0.662357419597119	0	0	0	0.358769571670835	-1.64023024244301	1.02112699126795	1
MAP6	0.539138840616028	0	0	0.2	0.668256786386299	2.73991246638965	1.40739562700233	1
MAP9	0.611145647384377	0	0.454708584546035	0.2	0.703500592657805	3.46682244963939	1.96935482458822	1
MAPRE3	0.76208114142661	0	0	0.6	0.599039869821248	2.01634149017607	1.96112101124786	1
MC4R	0.375422427318271	0	0	0	0	-8.77644957451316	0.375422427318271	1
MDH1B	0	0	0.29000223635399	1	0.642521042583294	1.9395976392392	1.93252327893728	1
MERTK	0.321017532672875	0	0	0	0	-7.2917385474275	0.321017532672875	1
MORN2	0	0	0.531474432731013	0.2	0.796021812591216	5.97332441362413	1.52749624532223	1
MORN3	0.584671808211027	0	0.29000223635399	0.6	0.621964493754038	3.63077443605132	2.09663853831906	1
MROH2B	0	0	0	0	0	-6.28824110319128	0	1
MYG1	0.512068178645413	0	0	0	0.1460463471379	2.5985832397345	0.658114525783313	1
MYO5B	0.698015343548652	0	0	0	0.214078466848616	2.99805871337085	0.912093810397268	1
MYOC	0	0	0	0	0.25242984482706	-8.77644957451316	0.25242984482706	1
MYRIP	0.426277119507425	0	0.401654795224114	0	0	-7.2917385474275	0.827931914731539	1
NAPEPLD	0.482965791320919	0	0	0	0	-5.50263532992612	0.482965791320919	1
NAXE	0.589159620924401	0	0	0	0	-2.58910227405364	0.589159620924401	1
NBEA	0.564569788877372	0	0.519447037497312	0	0.547285885984032	3.84641154114258	1.63130271235872	1
NEDD1	0.851019956127415	0	0	0.5	0	-4.4991378856899	1.35101995612741	1
NEK6	0.555367202810094	0	0	0.2	0	-4.16460975402291	0.755367202810094	1
NEK9	0.751606056158408	0	0	0	0.345034949378745	-4.4991378856899	1.09664100553715	1
NEK11	0.584943399437816	0	0.857410179104088	0.2	0.689654631580427	1.50714308688295	2.33200821012233	1
NEURL1	0.573738767059369	0	0	0	0	-4.88285922761744	0.573738767059369	1
NT5C3A	0.343076859577969	0	0	0	0.328012682684912	2.16507686978721	0.671089542262881	1
NTPCR	0.72705003258958	0	0	0	0.0894931479428943	2.16507686978721	0.816543180532474	1
NUBP1	0.505340557706249	0	0	0	0.0731277514392505	-5.16810719825913	0.5784683091455	1
NUBP2	0.594255310555795	0	0	0	0.090515985224372	-4.91273196809907	0.684771295780167	1
